currentDirectory,currLabel,Depth,parentDirectory,PLabel,childDirectory,CLabel,NumOfFilesInside,NumofSubDir,SubDirLabels,FilePathsInsideCurr
/media/anirban/Work/Mock_Dvds/06_DOE_II/PHASE_TWO,PHASE_TWO,Result,/media/anirban/Work/Mock_Dvds/06_DOE_II,06_DOE_II,,,1,1,IMAGES,/media/anirban/Work/Mock_Dvds/06_DOE_II/PHASE_TWO/DOE_II_SUMMARY_2.xlsx
/media/anirban/Work/Mock_Dvds/06_DOE_II/PHASE_TWO,PHASE_TWO,Result,/media/anirban/Work/Mock_Dvds/06_DOE_II,06_DOE_II,/media/anirban/Work/Mock_Dvds/06_DOE_II/PHASE_TWO/IMAGES,IMAGES,1,,,/media/anirban/Work/Mock_Dvds/06_DOE_II/PHASE_TWO/DOE_II_SUMMARY_2.xlsx
/media/anirban/Work/Mock_Dvds/06_DOE_II/PHASE_TWO/IMAGES,IMAGES,Result,/media/anirban/Work/Mock_Dvds/06_DOE_II/PHASE_TWO,PHASE_TWO,,,3,0,,"/media/anirban/Work/Mock_Dvds/06_DOE_II/PHASE_TWO/IMAGES/01-01-01_modes.png,/media/anirban/Work/Mock_Dvds/06_DOE_II/PHASE_TWO/IMAGES/01-01-01_regions.png,/media/anirban/Work/Mock_Dvds/06_DOE_II/PHASE_TWO/IMAGES/01-01-01_truncated.png"
/media/anirban/Work/Mock_Dvds/10_DOE_IV_R1_REWORK,10_DOE_IV_R1_REWORK,Experiment,/media/anirban/Work/Mock_Dvds,Mock_Dvds,,,1,3,"DATA,IMAGES,PLOTS",/media/anirban/Work/Mock_Dvds/10_DOE_IV_R1_REWORK/DOE_IV_REWORK_SUMMARY.xlsx
/media/anirban/Work/Mock_Dvds/10_DOE_IV_R1_REWORK,10_DOE_IV_R1_REWORK,Experiment,/media/anirban/Work/Mock_Dvds,Mock_Dvds,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R1_REWORK/DATA,DATA,1,,,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R1_REWORK/DOE_IV_REWORK_SUMMARY.xlsx
/media/anirban/Work/Mock_Dvds/10_DOE_IV_R1_REWORK,10_DOE_IV_R1_REWORK,Experiment,/media/anirban/Work/Mock_Dvds,Mock_Dvds,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R1_REWORK/IMAGES,IMAGES,1,,,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R1_REWORK/DOE_IV_REWORK_SUMMARY.xlsx
/media/anirban/Work/Mock_Dvds/10_DOE_IV_R1_REWORK,10_DOE_IV_R1_REWORK,Experiment,/media/anirban/Work/Mock_Dvds,Mock_Dvds,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R1_REWORK/PLOTS,PLOTS,1,,,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R1_REWORK/DOE_IV_REWORK_SUMMARY.xlsx
/media/anirban/Work/Mock_Dvds/10_DOE_IV_R1_REWORK/DATA,DATA,Result,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R1_REWORK,10_DOE_IV_R1_REWORK,,,4,0,,"/media/anirban/Work/Mock_Dvds/10_DOE_IV_R1_REWORK/DATA/01-01-1-PRE.csv,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R1_REWORK/DATA/01-01-1-TEST.csv,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R1_REWORK/DATA/calculated.xls,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R1_REWORK/DATA/measured.xls"
/media/anirban/Work/Mock_Dvds/10_DOE_IV_R1_REWORK/IMAGES,IMAGES,Result,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R1_REWORK,10_DOE_IV_R1_REWORK,,,4,0,,"/media/anirban/Work/Mock_Dvds/10_DOE_IV_R1_REWORK/IMAGES/01-01-1.png,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R1_REWORK/IMAGES/01-01-1_modes.png,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R1_REWORK/IMAGES/01-01-1_regions.png,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R1_REWORK/IMAGES/01-01-1_truncated.png"
/media/anirban/Work/Mock_Dvds/10_DOE_IV_R1_REWORK/PLOTS,PLOTS,Result,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R1_REWORK,10_DOE_IV_R1_REWORK,,,1,1,PLOT_DATA,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R1_REWORK/PLOTS/01-01-1_pd.png
/media/anirban/Work/Mock_Dvds/10_DOE_IV_R1_REWORK/PLOTS,PLOTS,Result,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R1_REWORK,10_DOE_IV_R1_REWORK,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R1_REWORK/PLOTS/PLOT_DATA,PLOT_DATA,1,,,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R1_REWORK/PLOTS/01-01-1_pd.png
/media/anirban/Work/Mock_Dvds/10_DOE_IV_R1_REWORK/PLOTS/PLOT_DATA,PLOT_DATA,Result,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R1_REWORK/PLOTS,PLOTS,,,2,0,,"/media/anirban/Work/Mock_Dvds/10_DOE_IV_R1_REWORK/PLOTS/PLOT_DATA/01-01-1_adjpd.csv,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R1_REWORK/PLOTS/PLOT_DATA/01-01-1_pd.csv"
/media/anirban/Work/Mock_Dvds/10_DOE_IV_R2,10_DOE_IV_R2,Experiment,/media/anirban/Work/Mock_Dvds,Mock_Dvds,,,1,3,"DATA,IMAGES,PLOTS",/media/anirban/Work/Mock_Dvds/10_DOE_IV_R2/DOE_IV_R2_SUMMARY.xlsx
/media/anirban/Work/Mock_Dvds/10_DOE_IV_R2,10_DOE_IV_R2,Experiment,/media/anirban/Work/Mock_Dvds,Mock_Dvds,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R2/DATA,DATA,1,,,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R2/DOE_IV_R2_SUMMARY.xlsx
/media/anirban/Work/Mock_Dvds/10_DOE_IV_R2,10_DOE_IV_R2,Experiment,/media/anirban/Work/Mock_Dvds,Mock_Dvds,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R2/IMAGES,IMAGES,1,,,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R2/DOE_IV_R2_SUMMARY.xlsx
/media/anirban/Work/Mock_Dvds/10_DOE_IV_R2,10_DOE_IV_R2,Experiment,/media/anirban/Work/Mock_Dvds,Mock_Dvds,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R2/PLOTS,PLOTS,1,,,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R2/DOE_IV_R2_SUMMARY.xlsx
/media/anirban/Work/Mock_Dvds/10_DOE_IV_R2/DATA,DATA,Result,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R2,10_DOE_IV_R2,,,4,0,,"/media/anirban/Work/Mock_Dvds/10_DOE_IV_R2/DATA/01-01-1-PRE.csv,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R2/DATA/01-01-1-TEST.csv,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R2/DATA/calculated.xls,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R2/DATA/measured.xls"
/media/anirban/Work/Mock_Dvds/10_DOE_IV_R2/IMAGES,IMAGES,Result,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R2,10_DOE_IV_R2,,,4,0,,"/media/anirban/Work/Mock_Dvds/10_DOE_IV_R2/IMAGES/01-01-1.png,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R2/IMAGES/01-01-1_modes.png,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R2/IMAGES/01-01-1_regions.png,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R2/IMAGES/01-01-1_truncated.png"
/media/anirban/Work/Mock_Dvds/10_DOE_IV_R2/PLOTS,PLOTS,Result,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R2,10_DOE_IV_R2,,,1,1,PLOT_DATA,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R2/PLOTS/01-01-1_pd.png
/media/anirban/Work/Mock_Dvds/10_DOE_IV_R2/PLOTS,PLOTS,Result,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R2,10_DOE_IV_R2,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R2/PLOTS/PLOT_DATA,PLOT_DATA,1,,,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R2/PLOTS/01-01-1_pd.png
/media/anirban/Work/Mock_Dvds/10_DOE_IV_R2/PLOTS/PLOT_DATA,PLOT_DATA,Result,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R2/PLOTS,PLOTS,,,2,0,,"/media/anirban/Work/Mock_Dvds/10_DOE_IV_R2/PLOTS/PLOT_DATA/01-01-1_adjpd.csv,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R2/PLOTS/PLOT_DATA/01-01-1_pd.csv"
/media/anirban/Work/Mock_Dvds/10_DOE_IV_R3,10_DOE_IV_R3,Experiment,/media/anirban/Work/Mock_Dvds,Mock_Dvds,,,1,3,"DATA,IMAGES,PLOTS",/media/anirban/Work/Mock_Dvds/10_DOE_IV_R3/DOE_IV_R3_SUMMARY.xlsx
/media/anirban/Work/Mock_Dvds/10_DOE_IV_R3,10_DOE_IV_R3,Experiment,/media/anirban/Work/Mock_Dvds,Mock_Dvds,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R3/DATA,DATA,1,,,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R3/DOE_IV_R3_SUMMARY.xlsx
/media/anirban/Work/Mock_Dvds/10_DOE_IV_R3,10_DOE_IV_R3,Experiment,/media/anirban/Work/Mock_Dvds,Mock_Dvds,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R3/IMAGES,IMAGES,1,,,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R3/DOE_IV_R3_SUMMARY.xlsx
/media/anirban/Work/Mock_Dvds/10_DOE_IV_R3,10_DOE_IV_R3,Experiment,/media/anirban/Work/Mock_Dvds,Mock_Dvds,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R3/PLOTS,PLOTS,1,,,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R3/DOE_IV_R3_SUMMARY.xlsx
/media/anirban/Work/Mock_Dvds/10_DOE_IV_R3/DATA,DATA,Result,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R3,10_DOE_IV_R3,,,4,0,,"/media/anirban/Work/Mock_Dvds/10_DOE_IV_R3/DATA/01-01-1-PRE.csv,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R3/DATA/01-01-1-TEST.csv,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R3/DATA/calculated.xls,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R3/DATA/measured.xls"
/media/anirban/Work/Mock_Dvds/10_DOE_IV_R3/IMAGES,IMAGES,Result,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R3,10_DOE_IV_R3,,,4,0,,"/media/anirban/Work/Mock_Dvds/10_DOE_IV_R3/IMAGES/01-01-1.png,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R3/IMAGES/01-01-1_modes.png,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R3/IMAGES/01-01-1_regions.png,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R3/IMAGES/01-01-1_truncated.png"
/media/anirban/Work/Mock_Dvds/10_DOE_IV_R3/PLOTS,PLOTS,Result,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R3,10_DOE_IV_R3,,,1,1,PLOT_DATA,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R3/PLOTS/01-01-1_pd.png
/media/anirban/Work/Mock_Dvds/10_DOE_IV_R3/PLOTS,PLOTS,Result,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R3,10_DOE_IV_R3,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R3/PLOTS/PLOT_DATA,PLOT_DATA,1,,,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R3/PLOTS/01-01-1_pd.png
/media/anirban/Work/Mock_Dvds/10_DOE_IV_R3/PLOTS/PLOT_DATA,PLOT_DATA,Result,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R3/PLOTS,PLOTS,,,2,0,,"/media/anirban/Work/Mock_Dvds/10_DOE_IV_R3/PLOTS/PLOT_DATA/01-01-1_adjpd.csv,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R3/PLOTS/PLOT_DATA/01-01-1_pd.csv"
/media/anirban/Work/Mock_Dvds/10_DOE_IV_R4,10_DOE_IV_R4,Experiment,/media/anirban/Work/Mock_Dvds,Mock_Dvds,,,1,3,"DATA,IMAGES,PLOTS",/media/anirban/Work/Mock_Dvds/10_DOE_IV_R4/DOE_IV_R4_SUMMARY.xlsx
/media/anirban/Work/Mock_Dvds/10_DOE_IV_R4,10_DOE_IV_R4,Experiment,/media/anirban/Work/Mock_Dvds,Mock_Dvds,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R4/DATA,DATA,1,,,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R4/DOE_IV_R4_SUMMARY.xlsx
/media/anirban/Work/Mock_Dvds/10_DOE_IV_R4,10_DOE_IV_R4,Experiment,/media/anirban/Work/Mock_Dvds,Mock_Dvds,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R4/IMAGES,IMAGES,1,,,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R4/DOE_IV_R4_SUMMARY.xlsx
/media/anirban/Work/Mock_Dvds/10_DOE_IV_R4,10_DOE_IV_R4,Experiment,/media/anirban/Work/Mock_Dvds,Mock_Dvds,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R4/PLOTS,PLOTS,1,,,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R4/DOE_IV_R4_SUMMARY.xlsx
/media/anirban/Work/Mock_Dvds/10_DOE_IV_R4/DATA,DATA,Result,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R4,10_DOE_IV_R4,,,4,0,,"/media/anirban/Work/Mock_Dvds/10_DOE_IV_R4/DATA/01-01-1-PRE.csv,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R4/DATA/01-01-1-TEST.csv,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R4/DATA/calculated.xls,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R4/DATA/measured.xls"
/media/anirban/Work/Mock_Dvds/10_DOE_IV_R4/IMAGES,IMAGES,Result,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R4,10_DOE_IV_R4,,,4,0,,"/media/anirban/Work/Mock_Dvds/10_DOE_IV_R4/IMAGES/01-01-1.png,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R4/IMAGES/01-01-1_modes.png,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R4/IMAGES/01-01-1_regions.png,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R4/IMAGES/01-01-1_truncated.png"
/media/anirban/Work/Mock_Dvds/10_DOE_IV_R4/PLOTS,PLOTS,Result,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R4,10_DOE_IV_R4,,,1,1,PLOT_DATA,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R4/PLOTS/01-01-1_pd.png
/media/anirban/Work/Mock_Dvds/10_DOE_IV_R4/PLOTS,PLOTS,Result,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R4,10_DOE_IV_R4,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R4/PLOTS/PLOT_DATA,PLOT_DATA,1,,,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R4/PLOTS/01-01-1_pd.png
/media/anirban/Work/Mock_Dvds/10_DOE_IV_R4/PLOTS/PLOT_DATA,PLOT_DATA,Result,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R4/PLOTS,PLOTS,,,2,0,,"/media/anirban/Work/Mock_Dvds/10_DOE_IV_R4/PLOTS/PLOT_DATA/01-01-1_adjpd.csv,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R4/PLOTS/PLOT_DATA/01-01-1_pd.csv"
/media/anirban/Work/Mock_Dvds/10_DOE_IV_R5,10_DOE_IV_R5,Experiment,/media/anirban/Work/Mock_Dvds,Mock_Dvds,,,1,3,"DATA,IMAGES,PLOTS",/media/anirban/Work/Mock_Dvds/10_DOE_IV_R5/DOE_IV_R5_SUMMARY.xlsx
/media/anirban/Work/Mock_Dvds/10_DOE_IV_R5,10_DOE_IV_R5,Experiment,/media/anirban/Work/Mock_Dvds,Mock_Dvds,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R5/DATA,DATA,1,,,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R5/DOE_IV_R5_SUMMARY.xlsx
/media/anirban/Work/Mock_Dvds/10_DOE_IV_R5,10_DOE_IV_R5,Experiment,/media/anirban/Work/Mock_Dvds,Mock_Dvds,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R5/IMAGES,IMAGES,1,,,/media/anirban/Work/Mock_Dvds/10_DOE_IV_R5/DOE_IV_R5_SUMMARY.xlsx
